,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-7.73,31.74,-4.92,-3.88
Fund (NAV),—,—,—,—,—,—,—,-6.27,31.89,-5.11,-3.31
+/ Category (NAV),—,—,—,—,—,—,—,-6.96,9.41,11.57,1.56
+/- Index (Price),—,—,—,—,—,—,—,-21.56,-0.49,12.71,-4.38
Percentile Rank,—,—,—,—,—,—,—,84,5,3,37
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,284"
