,Fund,Cat. Average,Index
Price/Earnings ,14.88,11.02,12.13
Price/Book ,1.04,0.84,0.86
Price/Sales ,0.93,0.53,0.65
Price/Cash Flow ,5.05,3.46,3.66
Dividend Yield % ,2.87,3.08,3.48
Long-Term Earnings % ,17.86,10.07,3.69
Historical Earnings % ,17.06,15.26,14.88
Sales Growth % ,-9.59,11.25,4.89
Cash-Flow Growth % ,10.16,16.83,15.05
Book-Value Growth % ,-1.59,10.86,8.56
