,Values
NAV,"6,641.33"
Open Price,"6,560.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"100.0 / 3,235.4"
Day Range,"6,560.00 – 6,560.00"
Year Range,"6,515.00 – 7,790.00"
SEC Yield ,—
12-Month Yield ,1.80%
Premium ,—
Expense Ratio,0.180%
Total Assets,25.9 Bil
