,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.13,-0.83,-7.48,-5.75,-3.88,-7.67,6.16,—,—,—,—
Total Return % (NAV),0.43,-1.06,-6.61,-6.16,-2.56,-7.69,6.42,—,—,—,3.29
+/- Category (NAV),0.38,-0.88,0.42,1.80,2.21,6.05,7.47,—,—,—,—
+/- Index (NAV),0.11,-0.42,-0.66,-1.69,-3.23,2.71,1.99,—,—,—,—
