,Values
Sustainability Rate,High
Percent Rank in Global Category,2%
Historical Sustainability Score,44.29
Global Category,Korea Equity
Portfolio ESG,50.28
Controversy Deduction,6.35
Sustainability Score,43.93
Sustainability Mandate,No
