,Values
NAV,"89,486.15"
Open Price,"89,045.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,11.0 / 39.5
Day Range,"88,910.00 – 89,045.00"
Year Range,"88,910.00 – 97,940.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,4.5 Bil
