,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.34,-0.17,-2.61,-4.49,-4.65,-8.61,—,—,—,—,—
Total Return % (NAV),-0.52,-0.27,-2.72,-4.86,-4.94,-8.85,—,—,—,—,-8.97
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
