,Values
NAV,"89,915.88"
Open Price,"89,670.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,10.0 / 39.0
Day Range,"89,670.00 – 89,670.00"
Year Range,"89,370.00 – 98,125.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,4.5 Bil
