Sectors,Fund %,Category %
Basic Materials,12.46,9.15
Consumer Cyclical,20.19,17.36
Financial Services,5.96,6.02
Real Estate,0.00,1.52
Communication Services,0.00,0.59
Energy,0.61,0.85
Industrials,23.25,14.91
Technology,13.71,23.36
Consumer Defensive,10.49,7.26
Healthcare,13.32,18.74
Utilities,0.00,0.24
