,Values
NAV,"7,654.81"
Open Price,"7,670.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4.0 / 89,120.1"
Day Range,"7,620.00 – 7,670.00"
Year Range,"7,310.00 – 9,695.00"
SEC Yield ,—
12-Month Yield ,1.76%
Premium ,—
Expense Ratio,0.360%
Total Assets,11.9 Bil
