,Values
Sustainability Rate,Low
Percent Rank in Global Category,93%
Historical Sustainability Score,36.95
Global Category,Korea Equity
Portfolio ESG,38.67
Controversy Deduction,1.40
Sustainability Score,37.27
Sustainability Mandate,No
