,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-10.66
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-10.75
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-1.33
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,4.40
Percentile Rank,—,—,—,—,—,—,—,—,—,—,68
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
