,Values
NAV,"7,654.81"
Open Price,"7,545.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"18,997.0 / 89,436.9"
Day Range,"7,545.00 – 7,545.00"
Year Range,"7,310.00 – 9,695.00"
SEC Yield ,—
12-Month Yield ,1.76%
Premium ,—
Expense Ratio,0.360%
Total Assets,11.9 Bil
