,Values
NAV,"6,463.99"
Open Price,"6,305.00"
Bid / Ask / Spread,"6,270.00 / 6,365.00 / 1.50%"
Volume / Avg,"412,580.0 / 861,191.6"
Day Range,"6,205.00 – 6,330.00"
Year Range,"5,600.00 – 19,740.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.350%
Total Assets,83.7 Bil
