,Values
NAV,"6,535.19"
Open Price,"6,345.00"
Bid / Ask / Spread,"6,430.00 / 6,670.00 / 3.66%"
Volume / Avg,"397,414.0 / 861,671.8"
Day Range,"6,295.00 – 6,485.00"
Year Range,"5,600.00 – 19,740.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.350%
Total Assets,85.0 Bil
