,Values
NAV,"10,948.72"
Open Price,"11,070.00"
Bid / Ask / Spread,"0.00 / 10,950.00 / 0.00%"
Volume / Avg,"2,179.0 / 5,210.2"
Day Range,"10,925.00 – 11,070.00"
Year Range,"10,540.00 – 13,000.00"
SEC Yield ,—
12-Month Yield ,1.96%
Premium ,—
Expense Ratio,0.190%
Total Assets,24.1 Bil
