,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.32,-0.18,-7.76,-7.76,-4.14,-9.88,-4.33,—,—,—,—
Total Return % (NAV),-0.91,-0.59,-7.45,-9.04,-3.82,-11.13,-4.24,—,—,—,2.07
+/- Category (NAV),-0.96,-0.41,-0.42,-1.08,0.95,2.60,-3.19,—,—,—,—
+/- Index (NAV),-1.23,0.05,-1.50,-4.57,-4.49,-0.74,-8.67,—,—,—,—
