,Values
NAV,"10,962.58"
Open Price,"10,920.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,030.0 / 5,202.4"
Day Range,"10,870.00 – 10,945.00"
Year Range,"10,540.00 – 13,000.00"
SEC Yield ,—
12-Month Yield ,1.96%
Premium ,—
Expense Ratio,0.190%
Total Assets,24.1 Bil
