,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,27.40,-3.93,16.20,-19.51,-4.14
Fund (NAV),—,—,—,—,—,—,27.41,-3.60,15.82,-19.54,-3.82
+/ Category (NAV),—,—,—,—,—,—,23.39,-4.29,-6.66,-2.87,0.95
+/- Index (Price),—,—,—,—,—,—,30.22,-17.75,-16.04,-1.88,-4.80
Percentile Rank,—,—,—,—,—,—,1,71,89,83,45
# of Funds in Category,—,—,—,—,—,"1,796","2,103","2,012","2,058","2,015","2,325"
