,Values
Sustainability Rate,Low
Percent Rank in Global Category,95%
Historical Sustainability Score,36.56
Global Category,Korea Equity
Portfolio ESG,41.91
Controversy Deduction,4.26
Sustainability Score,37.65
Sustainability Mandate,No
