,Values
Sustainability Rate,Low
Percent Rank in Global Category,95%
Historical Sustainability Score,36.54
Global Category,Korea Equity
Portfolio ESG,41.81
Controversy Deduction,4.15
Sustainability Score,37.66
Sustainability Mandate,No
