,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,25.07,-4.13,16.03,-18.86,-4.99
Fund (NAV),—,—,—,—,—,—,24.84,-4.02,16.31,-18.95,-4.08
+/ Category (NAV),—,—,—,—,—,—,20.83,-4.71,-6.16,-2.27,0.79
+/- Index (Price),—,—,—,—,—,—,27.89,-17.95,-16.20,-1.23,-5.48
Percentile Rank,—,—,—,—,—,—,1,72,87,78,47
# of Funds in Category,—,—,—,—,—,"1,796","2,103","2,012","2,058","2,015","2,284"
