,Fund,Cat. Average,Index
Price/Earnings ,9.18,12.50,9.92
Price/Book ,1.16,1.82,1.26
Price/Sales ,1.22,1.42,1.10
Price/Cash Flow ,3.21,6.00,3.71
Dividend Yield % ,4.03,2.83,3.51
Long-Term Earnings % ,7.85,9.55,8.64
Historical Earnings % ,6.44,13.10,9.92
Sales Growth % ,7.03,10.48,9.83
Cash-Flow Growth % ,5.76,16.38,10.51
Book-Value Growth % ,6.73,9.29,8.65
