,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,74%
Historical Sustainability Score,37.56
Global Category,Greater China Equity
Portfolio ESG,44.81
Controversy Deduction,5.82
Sustainability Score,38.99
Sustainability Mandate,No
