,Values
NAV,"20,424.80"
Open Price,"20,460.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3,496.0 / 3,108.0"
Day Range,"20,255.00 – 20,540.00"
Year Range,"18,005.00 – 22,550.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.470%
Total Assets,40.8 Bil
