,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.68,-1.28,-6.05,-2.50,9.86,1.26,7.36,4.06,0.60,—,—
Total Return % (NAV),0.43,-0.93,-4.58,-2.78,11.60,0.98,7.66,4.33,0.81,—,-0.14
+/- Category (NAV),-0.48,-0.88,-0.72,-0.40,-5.56,0.05,1.81,-1.83,-2.13,—,—
+/- Index (NAV),0.24,-1.58,0.11,2.38,4.96,5.85,-1.96,-2.35,-4.22,—,—
