,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,16.85,-20.68
Fund (NAV),—,—,—,—,—,—,—,—,—,17.02,-20.47
+/ Category (NAV),—,—,—,—,—,—,—,—,—,33.69,-15.60
+/- Index (Price),—,—,—,—,—,—,—,—,—,34.48,-21.17
Percentile Rank,—,—,—,—,—,—,—,—,—,1,100
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
