,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,16.85,-20.58
Fund (NAV),—,—,—,—,—,—,—,—,—,17.02,-20.60
+/ Category (NAV),—,—,—,—,—,—,—,—,—,33.69,-17.17
+/- Index (Price),—,—,—,—,—,—,—,—,—,34.48,-21.24
Percentile Rank,—,—,—,—,—,—,—,—,—,1,—
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015",41
