,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,35.10
Global Category,Korea Equity
Portfolio ESG,40.92
Controversy Deduction,5.93
Sustainability Score,34.99
Sustainability Mandate,No
