,Fund,Cat. Average,Index
Price/Earnings ,14.07,11.02,12.13
Price/Book ,0.93,0.84,0.86
Price/Sales ,0.62,0.53,0.65
Price/Cash Flow ,2.94,3.46,3.66
Dividend Yield % ,0.52,3.08,3.48
Long-Term Earnings % ,12.64,10.07,3.69
Historical Earnings % ,-10.93,15.26,14.88
Sales Growth % ,-33.20,11.25,4.89
Cash-Flow Growth % ,-13.63,16.83,15.05
Book-Value Growth % ,-13.81,10.86,8.56
