,Values
NAV,"9,560.18"
Open Price,"9,615.00"
Bid / Ask / Spread,"9,510.00 / 0.00 / 0.00%"
Volume / Avg,"499.0 / 2,358.3"
Day Range,"9,585.00 – 9,645.00"
Year Range,"8,240.00 – 9,730.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,5.8 Bil
