,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.84,0.16,7.77,6.11,2.99,11.84,—,—,—,—,—
Total Return % (NAV),-0.09,0.57,6.88,6.19,2.07,12.33,—,—,—,—,-1.53
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
