,Values
NAV,"9,570.51"
Open Price,"9,625.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"636.0 / 2,312.3"
Day Range,"9,625.00 – 9,710.00"
Year Range,"8,240.00 – 9,730.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,5.7 Bil
