,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.44,-0.59,-15.64,-13.12,-1.18,-12.66,-0.40,—,—,—,—
Total Return % (NAV),0.34,-2.62,-17.07,-13.72,-2.77,-18.28,-0.16,—,—,—,-8.22
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
