,Values
NAV,"6,547.32"
Open Price,"6,600.00"
Bid / Ask / Spread,"6,690.00 / 6,800.00 / 1.63%"
Volume / Avg,"20,632.0 / 35,280.3"
Day Range,"6,515.00 – 6,705.00"
Year Range,"6,405.00 – 9,285.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,31.4 Bil
