,Values
NAV,"6,687.00"
Open Price,"6,705.00"
Bid / Ask / Spread,"6,535.00 / 6,640.00 / 1.59%"
Volume / Avg,"46,803.0 / 35,984.2"
Day Range,"6,515.00 – 6,705.00"
Year Range,"6,405.00 – 9,285.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,32.1 Bil
