,Values
NAV,"4,710.71"
Open Price,"4,525.00"
Bid / Ask / Spread,"4,515.00 / 4,960.00 / 9.39%"
Volume / Avg,"19,548.0 / 20,255.7"
Day Range,"4,500.00 – 4,565.00"
Year Range,"4,360.00 – 5,180.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,38.2 Bil
