,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,14.16,-16.83,-8.88,-18.12,-4.28,-12.26,-7.27,-8.04
Fund (NAV),—,—,—,13.28,-16.93,-8.30,-19.30,-3.79,-11.26,-8.31,-3.47
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
