,Values
NAV,"4,498.07"
Open Price,"4,535.00"
Bid / Ask / Spread,"4,520.00 / 4,970.00 / 9.48%"
Volume / Avg,"5,014.0 / 20,183.9"
Day Range,"4,505.00 – 4,535.00"
Year Range,"4,360.00 – 5,180.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,36.4 Bil
