Sectors,Fund %,Category %
Basic Materials,11.99,8.70
Consumer Cyclical,8.44,13.65
Financial Services,11.07,11.56
Real Estate,0.00,0.29
Communication Services,0.73,2.34
Energy,1.01,1.96
Industrials,12.15,10.46
Technology,43.15,38.20
Consumer Defensive,5.37,6.64
Healthcare,5.53,4.97
Utilities,0.55,1.23
