,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.02,0.98,-7.86,-5.77,—,—,—,—,—,—,—
Total Return % (NAV),0.45,0.19,-7.09,-6.31,—,—,—,—,—,—,-13.07
+/- Category (NAV),0.40,0.37,-0.06,1.65,—,—,—,—,—,—,—
+/- Index (NAV),0.14,0.83,-1.13,-1.84,—,—,—,—,—,—,—
