,Fund,Cat. Average,Index
Price/Earnings ,8.21,11.02,12.13
Price/Book ,0.93,0.84,0.86
Price/Sales ,0.53,0.53,0.65
Price/Cash Flow ,3.91,3.46,3.66
Dividend Yield % ,2.67,3.08,3.48
Long-Term Earnings % ,18.94,10.07,3.69
Historical Earnings % ,17.15,15.26,14.88
Sales Growth % ,4.85,11.25,4.89
Cash-Flow Growth % ,4.69,16.83,15.05
Book-Value Growth % ,5.76,10.86,8.56
