,Values
NAV,"8,811.58"
Open Price,"8,780.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"20.0 / 2,183.0"
Day Range,"8,750.00 – 8,780.00"
Year Range,"8,550.00 – 10,175.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.260%
Total Assets,7.0 Bil
