,Values
Sustainability Rate,High
Percent Rank in Global Category,8%
Historical Sustainability Score,42.93
Global Category,Korea Equity
Portfolio ESG,50.29
Controversy Deduction,7.36
Sustainability Score,42.93
Sustainability Mandate,No
