,Values
NAV,"7,486.27"
Open Price,"7,235.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,012.0 / 1,140.0"
Day Range,"7,205.00 – 7,300.00"
Year Range,"7,205.00 – 11,215.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,5.2 Bil
