,Values
NAV,"7,650.24"
Open Price,"7,455.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"169.0 / 1,142.4"
Day Range,"7,435.00 – 7,480.00"
Year Range,"7,435.00 – 11,215.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,5.2 Bil
