,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.75,-4.19,-12.73,-18.74,-24.48,-26.93,—,—,—,—,—
Total Return % (NAV),0.32,-3.55,-9.87,-16.76,-21.88,-26.03,—,—,—,—,-10.87
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
