,Values
NAV,"11,529.62"
Open Price,"11,600.00"
Bid / Ask / Spread,"11,400.00 / 11,455.00 / 0.48%"
Volume / Avg,"93,754.0 / 130,567.0"
Day Range,"11,435.00 – 11,600.00"
Year Range,"10,700.00 – 15,850.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,42.7 Bil
