,Values
NAV,"11,529.62"
Open Price,"11,435.00"
Bid / Ask / Spread,"11,500.00 / 11,570.00 / 0.61%"
Volume / Avg,"110,818.0 / 136,581.1"
Day Range,"11,350.00 – 11,530.00"
Year Range,"10,700.00 – 15,850.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,42.7 Bil
