,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.39,-1.85,4.29,-0.81,-24.69,-17.89,-8.88,—,—,—,—
Total Return % (NAV),-2.23,-0.41,2.35,0.51,-26.09,-18.02,-8.90,—,—,—,3.40
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
