,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,98.90,1.17,100.06,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,1.10,3.53,4.64,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
