,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.15,0.29,1.00,1.97,2.94,4.46,1.84,2.58,3.63,—,—
Total Return % (NAV),-0.01,0.02,0.89,1.91,2.86,4.37,1.81,2.59,3.66,—,3.54
+/- Category (NAV),-0.01,-0.04,-0.15,-0.14,-0.25,-0.35,0.02,0.17,0.73,—,—
+/- Index (NAV),-0.31,-0.57,-1.42,-2.08,-2.76,-4.04,-1.07,-1.35,-0.99,—,—
