,Values
NAV,"107,731.48"
Open Price,"107,925.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,63.0 / 21.7
Day Range,"107,880.00 – 107,925.00"
Year Range,"105,115.00 – 107,925.00"
SEC Yield ,—
12-Month Yield ,1.98%
Premium ,—
Expense Ratio,0.170%
Total Assets,19.4 Bil
