,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,6.94,4.35,4.50,2.66,5.03,3.15,1.28,0.33,3.20,2.78
Fund (NAV),—,6.89,4.64,4.65,2.50,5.13,3.14,1.32,0.31,3.19,2.74
+/ Category (NAV),—,2.59,0.94,0.76,0.68,0.85,0.42,0.02,-0.11,0.17,-0.22
+/- Index (Price),—,-0.44,-1.11,-1.22,0.41,-1.64,-1.14,-0.49,-0.31,-1.53,-2.51
Percentile Rank,—,13,20,26,17,34,33,49,57,45,51
# of Funds in Category,295,310,240,245,257,276,329,366,449,545,717
