,Values
NAV,"11,944.82"
Open Price,"11,900.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"336.0 / 3,252.2"
Day Range,"11,875.00 – 11,980.00"
Year Range,"9,400.00 – 12,055.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.850%
Total Assets,11.7 Bil
