,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.25,2.13,0.29,6.16,27.38,14.53,—,—,—,—,—
Total Return % (NAV),0.38,-0.05,-0.54,6.94,27.55,13.97,—,—,—,—,8.25
+/- Category (NAV),0.12,-0.08,2.25,4.90,13.85,9.88,—,—,—,—,—
+/- Index (NAV),0.71,-1.52,1.60,4.10,12.60,5.66,—,—,—,—,—
