,Values
NAV,"11,256.83"
Open Price,"11,215.00"
Bid / Ask / Spread,"11,170.00 / 11,230.00 / 0.54%"
Volume / Avg,"5,728.0 / 8,409.1"
Day Range,"11,170.00 – 11,215.00"
Year Range,"9,605.00 – 11,970.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.320%
Total Assets,36.0 Bil
