Sectors,Fund %,Category %
Basic Materials,9.37,8.80
Consumer Cyclical,13.38,12.81
Financial Services,16.28,14.15
Real Estate,0.73,1.80
Communication Services,4.47,4.25
Energy,6.75,5.69
Industrials,13.03,13.60
Technology,10.62,13.19
Consumer Defensive,11.05,11.02
Healthcare,9.30,11.13
Utilities,5.01,3.55
