,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,5.29,-0.66,10.07,-15.07,12.64
Fund (NAV),—,—,—,—,—,—,4.90,0.33,9.51,-16.16,15.85
+/ Category (NAV),—,—,—,—,—,—,-5.00,-0.20,-2.48,-3.83,1.69
+/- Index (Price),—,—,—,—,—,—,6.67,-0.03,-16.36,0.16,5.46
Percentile Rank,—,—,—,—,—,—,80,57,71,88,41
# of Funds in Category,—,—,—,—,—,84,133,188,190,210,215
