,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.42,-2.02,-5.35,-1.15,12.64,-0.71,4.21,2.82,—,—,—
Total Return % (NAV),0.95,1.98,-3.97,1.68,15.85,-0.24,4.57,3.09,—,—,2.41
+/- Category (NAV),0.64,0.93,-0.92,0.16,1.69,0.28,-0.42,-1.92,—,—,—
+/- Index (NAV),1.56,5.34,3.08,5.58,8.67,3.24,0.19,1.96,—,—,—
