Sectors,Fund %,Category %
Basic Materials,9.27,8.80
Consumer Cyclical,13.43,12.81
Financial Services,16.08,14.15
Real Estate,0.67,1.80
Communication Services,4.35,4.25
Energy,6.48,5.69
Industrials,13.03,13.60
Technology,10.72,13.19
Consumer Defensive,11.49,11.02
Healthcare,9.44,11.13
Utilities,5.03,3.55
