,Fund,Cat. Average,Index
Price/Earnings ,14.02,13.98,14.48
Price/Book ,1.65,1.58,1.62
Price/Sales ,1.20,0.97,1.14
Price/Cash Flow ,8.81,7.26,7.89
Dividend Yield % ,3.91,3.70,3.78
Long-Term Earnings % ,8.16,9.48,8.06
Historical Earnings % ,4.89,1.72,4.72
Sales Growth % ,0.81,-1.25,-0.18
Cash-Flow Growth % ,3.50,4.15,2.20
Book-Value Growth % ,2.68,3.73,2.17
