,Values
NAV,"11,333.65"
Open Price,"11,280.00"
Bid / Ask / Spread,"0.00 / 11,330.00 / 0.00%"
Volume / Avg,"129.0 / 8,369.6"
Day Range,"11,280.00 – 11,330.00"
Year Range,"9,605.00 – 11,970.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.320%
Total Assets,36.3 Bil
