,Values
NAV,"8,518.86"
Open Price,"8,675.00"
Bid / Ask / Spread,"8,555.00 / 8,560.00 / 0.06%"
Volume / Avg,26.4 Mil / 23.7 Mil
Day Range,"8,605.00 – 8,750.00"
Year Range,"6,460.00 – 8,790.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,420.8 Bil
